0x8F942ECED007bD3976927B7958B50Df126FEeCb5,41484000000000000000
0x60c38E6f5735EE81240e3A9857147e9438B01ba0,44000000000000000000
0x54021E58aF1756dc70CE7034d7636De2D2f1fA74,27876000000000000000
0x476547D8472407cb05acC4b3B8A5431871d0D072,153456000000000000000
0xe13d4abEe4B304b67C52A56871141caD1B833aa7,27184000000000000000
0x442DCCEe68425828C106A3662014B4F131e3BD9b,108388000000000000000
0x008B2e46255Cd19A9f526FA27D31B45D86Cb3684,40776000000000000000
0x3A6E99D804746F7ec5BC2CAfe9ca5670607dfA84,20388000000000000000
0xd5B3988eD0AB5ec375E51bB6fd10e205cEC16A2E,93188000000000000000
0xcb42Ac441fCade3935243Ea118701f39AA004486,39988000000000000000
0x24e8bB6a37774D8a0187e196BEB29601Ed5920bf,27184000000000000000
0x669F7c5d34375d75E2cc97d9519fBF243d1D5283,44608000000000000000
0x6087555A70E2F96B7838806e7743041E035a37e5,62272000000000000000
0xc6b0a4c5BA85d082eCd4Fb05FBF63eb92AC1083a,13592000000000000000
0x260334D11F0505951274Df77Bc59e17b53493AbD,115600000000000000000
0x2E63E1C7FdF4a69eDBD0a6045180D02faF241D4f,322632000000000000000
0x865c2F85C9fEa1C6Ac7F53de07554D68cB92eD88,6796000000000000000
0x68d36DcBDD7Bbf206e27134F28103abE7cf972df,165592000000000000000
0xC8cBacC6450f9a4A6B925A54c7b70dde4D14D94f,824736000000000000000
0x648aA14e4424e0825A5cE739C8C68610e143FB79,27600000000000000000
0x174887275d4577864b4DABDabb614bC60d25E73c,27600000000000000000
0xEdba5d56d0147aee8a227D284bcAaC03B4a87eD4,88000000000000000000
0xf3B1B6e83Be4d55695f1D30ac3D307D9D5CA98ff,56800000000000000000
0x8bB37fb0F0462bB3FC8995cf17721f8e4a399629,284776000000000000000
0x5f350bF5feE8e254D6077f8661E9C7B83a30364e,36000000000000000000
0x821906ce2E228032552c02667dC0b04d0CdB8BcE,28800000000000000000
0xcE9281E9E8817239793aa3D62Ee57Dde32B826Df,27600000000000000000
0xFFA0A4eBE21235EFC0d083Fc453e927cb2A5E768,28800000000000000000
0x9A5aAf145d11Dd36747CA3c14422d9714a3DE366,115200000000000000000
0x44b01dbdc83e92ef70ed2a6104e29792ea0e0f47,111600000000000000000
0x649b729D939ffD45416D987EB3D4Efe36BBC69ae,57600000000000000000
0xE04885c3f1419C6E8495C33bDCf5F8387cd88846,137576000000000000000
0xeF56c2E92e2764BA9E2515eA66c39bC0A33Ea153,88000000000000000000
0x135C21b2DA426760718E39DA954974c4572AE9f6,16000000000000000000
0x4869d40FA6d049a42aADD9eB1ADC4B583B364fCa,88000000000000000000
0xEC3281124d4c2FCA8A88e3076C1E7749CfEcb7F2,27600000000000000000
0x7405Fe24003A50e4f4117D35E9b5a9f5E512fEdE,72000000000000000000
0xaaf7A86f75A0f7602E6A663Eed01c67D8d98f54b,13592000000000000000
0x99BC02c239025E431D5741cC1DbA8CE77fc51CE3,63600000000000000000
0xB2d60143097b4F992BfBE955a22dbb2AcD9a8EAb,61468000000000000000
0x81b5Ec3BE3D9339299e56665D8206D4D28ECe898,27876000000000000000
0x5E0158553598B40Ecc13A3B1f78ee96536E6D0Da,27600000000000000000
0x7A61F073517A513CEbd09Ca940629F88d8Ba1cB3,28800000000000000000
0xA36bC7a60d3A6F8a64e06dE99650cF6EE3d3df9f,59600000000000000000
0xEB22102dB75138F9f5Af6AFf971BB5944D028504,6796000000000000000
0xD5711cf01C6c7C9e5156f69167Ebb00d1bDAfDb1,57600000000000000000
0x6D938CbE86b4763691f702577d4046F656aCb3c8,57600000000000000000
0xd48D8cef2F1A7b29BAFb5E17e8B88bfEBaeC602a,107600000000000000000
0x8b4bdDAa976996f3Ee6DD07851095351E23ab90d,36000000000000000000
0x0d832712eded614b917e4524d3597574a8ac9d51,35600000000000000000
0x0Ad82809168Be581d1e708457B4a45b0bB311632,138000000000000000000
0xA5741cB7cfba784Bcd07196d862558bC0C42A890,224276000000000000000
0x4e8455A139Cc6ded3019b72dA359aF6a16F7250d,13592000000000000000
0x2d299DA4aEdA6181227b05E80F6E126029384304,36000000000000000000
0x3ea87D75974a8296a35396D623F6b3294eBDaBf8,44000000000000000000
0x29832de0d33dfea039a2a4251eaf14c8a6ddbcdf,88000000000000000000
0x7BaefD3ef84970077FFb5d8D7AA70eA55DBa97a8,114396000000000000000
0xbd9b7373aAc15d9A93c810dF3999343f4Fe1eD88,20388000000000000000
0x7eedBd02df0C5A94Af881050399724c6FCc2aF79,63876000000000000000
0xdD9d45add53897Ea9ae20770edF8cDfb7ca35332,108000000000000000000
0xce10EB700E8234bb75AF72648E402D907b99eFC1,36000000000000000000
0x87e32D4631D728d6aD7EBcD133b11FeBC9DA9b93,63600000000000000000
0xc1a4e84588c397AdB26486BA0Dde28ac8Bb54759,27600000000000000000
0xe703f231aB056eCb99C92a1232cC1020ACFC72f8,13592000000000000000
0xf600fd970Bc2054d81AFb1646B50531D7567b22c,23600000000000000000
0x1a529DD8eE6BCD5a9FA53887048C5d7b3DF8329c,28800000000000000000
0xa1bd817e13ed6bb524ed491cff76c83afec773ac,110800000000000000000
0x6761BcAF2b2156C058634D9772F07374D6eDeF1d,28800000000000000000
0xC9d25B9A3496c776688833D6cCfE507Ef4f41645,57600000000000000000
0x45e3Fdc403a35cdFAd67aB07C1138e69696521Bf,51476000000000000000
0xB42C464652683B3e8C725e9AEAE096c3179a4A5c,28800000000000000000
0x2bEBa030cdC9c4a47c5aa657974840428b9fEfAc,13592000000000000000
0xF461b7E6CC342D2942379caB5332671d4B9EEFee,28800000000000000000
0x66b1De0f14a0ce971F7f248415063D44CAF19398,48800000000000000000
0xBFc7CAE0Fad9B346270Ae8fde24827D2D779eF07,26796000000000000000
0xFec33A90737254DCf9Aa33188a11f32797197F93,13592000000000000000
0x35483bcFBFF8053B46b26E1862b67E912D92eF07,116800000000000000000
